Name,Gender,LastLetter
Triguni,Female,i
Deeptendu,Male,u
Martanda,Male,a
Ranhitha,Female,a
Anjum,Male,m
Satyaprakash,Male,h
Hurditya,Male,a
Purvaja,Female,a
Tula,Male,a
Jayitri,Female,i
Natkuna,Female,a
Nagaraj,Male,j
Madhumalati,Female,i
Jayaprakash,Male,h
Manali,Female,i
Ulka,Female,a
Tautik,Male,k
Yajat,Male,t
Pankti,Female,i
Sannidhi,Female,i
Devesh,Male,h
Teesta,Female,a
"Manisha, Mohisha",Female,a
Adwaya,Male,a
Hemangi,Female,i
Damini,Female,i
Abhinanda,Male,a
Archit,Male,t
Jagjeevan,Male,n
Shrestha,Female,a
Kaveri,Female,i
Acanda,Male,a
Chetana,Female,a
Subash,Male,h
Sur,Male,r
Nabhoj,Male,j
Vineeta,Female,a
Purandar,Male,r
Nilima,Female,a
Lalan,Female,n
Nripa,Male,a
Vaanadhi,Female,i
Yuvati,Female,i
Madhuk,Male,k
Neeta,Female,a
Kuval,Male,l
Trigun,Male,n
Danuj,Male,j
Panchali,Female,i
Sudhith,Male,h
Narayan,Male,n
Naganika,Female,a
Poonam,Female,m
Shuddhashil,Male,l
Pulin,Male,n
Parvatinandan,Male,n
Dev,Male,v
Sharadini,Female,i
Vishalakshi,Female,i
Sandhya,Female,a
Yadukumara,Male,a
Maruti,Male,i
Chirayu,Male,u
Madhurima,Female,a
Sharadindu,Male,u
Shuchismita,Female,a
Aishani,Female,i
Adishree,Female,e
Gangika,Female,a
Malarvendan,Male,n
Swatantar,Male,r
Diti,Female,i
Zaafir,Male,r
Dayita,Female,a
Kalandhika,Female,a
Ratnalekha,Female,a
Thayanban,Male,n
Vibhas,Male,s
Siddhima,Female,a
Naman,Male,n
Rupeshwari,Female,i
Yaalini,Female,i
Haleema,Female,a
Phiroza,Female,a
Gurpraveen,Female,n
Fakhry,Male,y
Chandrakiran,Male,n
Vishram,Male,m
Laalamani,Female,i
Ramkishore,Male,e
Paresh,Male,h
Shrikanta,Male,a
Mrigankasekhar,Male,r
Yaduvir,Male,r
Harshad,Male,d
Gayatri,Female,i
Megh,Male,h
Amlankusum,Male,m
Iri,Male,i
Vanshika,Female,a
Japan,Male,n
Zannat,Female,t
Yaalisai,Female,i
Gayana,Female,a
Marut,Male,t
Kantilal,Male,l
Faiyaz,Male,z
Omkarnath,Male,h
Vanalakshmi,Female,i
Milika,Female,a
Ranajay,Male,y
Yogesh,Male,h
Hasmukh,Male,h
Mujeeb,Male,b
Jyotsna,Female,a
Srujanika,Female,a
Ishani,Female,i
Ellu,Male,u
Madira,Female,a
Pooja,Female,a
Shantashil,Male,l
Saipraasad,Male,d
Radhika,Female,a
Srivas,Male,s
Nathan,Male,n
Srinika,Female,a
Shahid,Male,d
Avatar,Male,r
Harihar,Male,r
Abhidha,Female,a
Manjunath,Male,h
Nivritti,Female,i
Ekachith,Male,h
Idaspati,Male,i
Vrishin,Male,n
Gangol,Male,l
Rajendra,Male,a
Maagh,Male,h
Anula,Female,a
Bhojaraja,Male,a
Drupad,Male,d
"Aftab,Aftaab",Male,b
Raman,Male,n
"Amrit, Amrik",Male,k
Hritish,Male,h
Kusumesh,Male,h
Menmoli,Female,i
Sphatika,Female,a
Rijul,Male,l
Shalmali,Female,i
Nathin,Male,n
Pugal,Male,l
Saakaar,Male,r
Utalika,Female,a
Swati,Female,i
Muni,Male,i
Drishya,Female,a
Sitikantha,Male,a
Parveen,Female,n
Vedavathi,Female,i
Raghunandan,Male,n
Shravankumar,Male,r
Marichi,Female,i
Vikramajit,Male,t
Satyavrata,Male,a
Iha,Female,a
Rohan,Male,n
Krishnaroop,Male,p
Ajamil,Male,l
Vanhishikha,Female,a
Amanath,Male,h
Omaja,Female,a
Prasun,Male,n
Gul,Female,l
Samarendra,Male,a
Ghanendra,Male,a
Abhijna,Female,a
Venkataraman,Male,n
Xena,Female,a
Yuvaraj,Male,j
Bipasha,Female,a
Timir,Male,r
Gurumurthi,Male,i
Suhag,Female,g
Kshitija,Female,a
Krishna,Female,a
Nagesh,Male,h
Vedmohan,Male,n
Tanuka,Female,a
Thumri,Female,i
Tripta,Female,a
Lingan,Male,n
Prbhavati,Female,i
Lajita,Female,a
Rubaina,Female,a
Aashish,Male,h
Pavitra,Female,a
Sudarshana,Female,a
Shyamangi,Female,i
Deepana,Female,a
Kaishori,Female,i
Aashirya,Female,a
Gulzar,Male,r
Prakriti,Male,i
Sujan,Male,n
Pavanaj,Male,j
Parni,Female,i
Saguna,Female,a
Hanuman,Male,n
Jamadagni,Male,i
Mithilesh,Male,h
Abhilasa,Female,a
Akash,Male,h
Udayachal,Male,l
Kalakarni,Female,i
Surendra,Male,a
Palani,Male,i
Ibhya,Male,a
Sanchay,Male,y
Acaryasuta,Male,a
Rathika,Female,a
Mirium,Female,m
Kamakya,Female,a
Prabhu,Male,u
Lavangi,Female,i
Thogai,Female,i
Dhyanesh,Male,h
Madhula,Female,a
Mahipal,Male,l
Mamraj,Male,j
Chahat,Female,t
Kodhai,Female,i
Gyanada,Female,a
Nabhi,Male,i
Govindi,Female,i
Amogh,Male,h
Chandrika,Female,a
Vijayalaksmi,Female,i
Shashidhar,Male,r
"Ashwin, Asvin",Male,n
Zeeshan,Male,n
Mahaniya,Male,a
Yuvika,Female,a
Deveshwar,Male,r
Subinay,Male,y
Niramay,Male,y
Samhita,Female,a
Devachandra,Male,a
Mohit,Male,t
Sudesh,Male,h
Dhansukh,Male,h
Onella,Female,a
Rajdulari,Male,i
Urshita,Female,a
Vishal,Male,l
Ekavir,Male,r
Hasanthi,Female,i
Thangarajan,Male,n
Suketu,Male,u
Jerusha,Female,a
Usra,Female,a
Lagan,Male,n
Abhimand,Male,d
Anavi,Female,i
Milan,Male,n
Saanvi,Female,i
Kamaraja,Male,a
Pitambar,Male,r
Mahalakshmi,Female,i
Vallabhendra,Male,a
Nirav,Male,v
"Omrao, Umrao",Male,o
Jagadbandu,Male,u
Urna,Female,a
Mandhatri,Male,i
Amitbikram,Male,m
Nidhipa,Female,a
Raja,Male,a
Rukmini,Female,i
Fullara,Female,a
Akshath,Male,h
Shadab,Male,b
Gurpreet,Male,t
Swarnima,Female,a
Indu,Female,u
Rituparna,Female,a
Siddhartha,Male,a
Chakradev,Male,v
Induhasan,Male,n
Gopichand,Male,d
Ujagar,Male,r
Nishok,Male,k
Aakash,Male,h
Kevalkishore,Male,e
Amod,Male,d
Hasina,Female,a
Viveka,Female,a
Bhagyalakshmi,Female,i
Kareem,Male,m
Dwaipayan,Male,n
Gagana,Female,a
Loknath,Male,h
Paras,Male,s
Abhidi,Male,i
Vasanti,Female,i
Kantimoy,Male,y
Vedi,Female,i
Shobha,Female,a
Charusheela,Female,a
Suprabha,Female,a
Dishita,Female,a
Laasya,Female,a
Uttal,Male,l
Charulata,Female,a
Paadini,Female,i
Suloch,Female,h
Arulchelvan,Male,n
Hansika,Female,a
Sushil,Male,l
Dhanesh,Male,h
Mayanka,Male,a
Manasyu,Male,u
Archa,Female,a
Trivid,Male,d
Nisita,Female,a
Abhivira,Male,a
Akroor,Male,r
Ekakshara,Male,a
Valli,Female,i
Omala,Female,a
Husna,Female,a
Jaibhusana,Male,a
Yashpal,Male,l
Sandeep,Male,p
Deeba,Female,a
Kamika,Female,a
Maitreya,Male,a
Champabati,Female,i
Shariba,Female,a
Kerani,Female,i
Kakoli,Female,i
Lakshita,Female,a
Cole,Male,e
Olikodi,Female,i
Radhak,Male,k
Dulari,Female,i
Subal,Male,l
Uddhar,Male,r
Vaagai,Female,i
Upendra,Male,a
Dilshad,Female,d
Raghuvir,Male,r
Ardhendu,Male,u
Binal,Female,l
Gaganjyot,Male,t
Mallika,Female,a
Trinayani,Female,i
Sharmila,Female,a
Padmapati,Male,i
Ganaka,Male,a
Bhairavi,Female,i
Samiran,Male,n
Sikta,Female,a
Chirtrang,Male,g
Dhananjay,Male,y
Rupashri,Female,i
Ishayu,Male,u
Sushila,Female,a
Chamanlal,Male,l
Mahir,Male,r
Bakul,Female,l
Somdev,Male,v
Uddhav,Male,v
Indukala,Female,a
Indratan,Male,n
Swagata,Female,a
Qaisar,Male,r
Indrani,Female,i
Dharmpal,Male,l
Fareed,Male,d
Bhakti,Female,i
Tanushri,Female,i
Nagina,Female,a
Ish,Male,h
Senthamarai,Male,i
Samantha,Male,a
Omisha,Female,a
VeeraSundari,Female,i
Sanjana,Female,a
Guruprasad,Male,d
Rajivini,Female,i
Rajasi,Female,i
Eshwar,Male,r
Gathika,Female,a
Yadva,Female,a
Suryabhan,Male,n
Gajrup,Male,p
Peeyush,Male,h
Inika,Female,a
"Bela, Beli",Female,i
Praver,Male,r
Chaitra,Female,a
Nishtha,Female,a
Devarya,Male,a
Prasad,Male,d
Chidananda,Male,a
Salena,Female,a
Sujash,Male,h
Manjusha,Female,a
Chandrabhaga,Female,a
Mainak,Male,k
Salarjung,Male,g
Arivoli,Male,i
Geeti,Female,i
Shobhana,Female,a
Hiranmayi,Female,i
djbdjb,Male,b
dnbndd,Female,d
